date;url;text;likesCount;commentsCount;user/name
2023-07-12T23:30:03.000Z;https://www.facebook.com/iainkendari/posts/pfbid02kHAfSoFoToUaVTQBQLEL3TJFmBhWNzYc7hJuHf34ZpZ2vti2RY1zqy7574j3Nttel;"Masiiihhh adaa kesempataaann!!! IAIN Kendari kembali membuka pendaftaran mahasiswa baru jalur Mandiri Lokal Gelombang II

Catat tanggalnya dan daftar sekarang 

#iainkendari #kuliahdiptkin #kuliahdiiainkendari #itsmydream #mydestination #ptkinaja #ptkin";7;0;Institut Agama Islam Negeri Kendari
2023-07-13T09:41:50.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid0DN3ieRAMzccHTa1SZVB13my8pLHwg9WXtfJzWGw4yccGGk5n1iSAukBHQuSsg5tnl&id=100076328344202;"Muroja'ah mengulang hafalan santri putri atas nama Almira Blitar Jatim, Santri Mts kelas 2 dan sekarang menghafalkan juz ke 13, semoga Allah mempermudah..amin

#mondok #santri #tahfidh #beasiswa #madrasah Tsanawiyah #ibtidaiyah";5;0;Pesantren Maqwa Tulungagung
2023-07-13T12:28:59.000Z;https://www.facebook.com/rezi.fransiska.9/posts/pfbid02eczS7nH3i6P5fnHyeMyaAew7bXMUaAXwRiWp8WbYpzYgswd9jdY9H4aMBNdb93xLl;"Luri Lfn putri dr Bpk paiman dan ibu salinah
Alhamdulillah , Bismillahirrahmanirrahim
#september spesial momen
#semoga sehat dan murah rezeki, Aamiin 
#wisuda S1 
#alhamdulillah sukses mamak dan Bpk
#UIN SUSKA";55;18;Rezi Sri Fransiska
2023-07-13T13:09:37.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid02x9Qht1bW3b28nCGFR31Y58AGPKMuB6aK22rcU3AB4SZyErWqTJ1h8vDYXQpzwrtgl&id=100081094566112;"Alhamdulillah perjuangan tidak sia sia hasil dari doa serta perjuangan orangtua smpai aku bisa ditahap ini 
Terimakasih kepada mama papa, para dosen yg baik serta saudara saudaraku yg smpai saat ini kalian sudah banyak membantu  terimakasih untuk orang orang baik

""better LATE than NEVER""  

#ujianAkhirSkripsi
#IAIN MANADO";75;49;IkHa Amiri
2023-07-13T15:10:25.000Z;https://www.facebook.com/sanchaa.amunthoda/posts/pfbid0zty1dLAPptF86qBSbgdEjgAZzJwEozvmLg5tohcZdefj4xU4jvH5s3EMoWo5suDSl;"Alhamdulillah 
Peringkat 1  KSM Matematika MI Terintegrasi Tk. Kab Lembata asal MIS Al Munirah Mahal atas nama Raja Khadafi Al Mansur....  Untuk siswa yg belum lolos kita coba tahun depan lagi ya

#MadrasahHebat
#MisAlMunirahMahalKeren";113;20;Sancha Nele Amuntoda
2023-07-14T00:09:08.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid0Eop3Fs3W47kCVkxFVAQ9koNbaMgCxhp5QbqkX8HnshujnjaMymEKQBVZEsJJiA7Xl&id=100081410805822;"MaasyaAllah..
Alhamdulillah.. selamat atas prestasi kalian, Ananda WINDI INDAH PERTIWI meraih juara 2 IPA Terintegrasi dan Ananda NOVI ASTUTI K. MADUSILA meraih juara 5 IPS Terintegrasi.

Perwakilan MTs Busak yg telah mengikuti KOMPETISI SAINS MADRASAH (KSM) tingkat kabupaten.
Dan peserta yg meraih 5 besar akan mengikuti KOMPETISI SAINS MADRASAH (KSM) Tingkat Provinsi pada bulan Agustus.

Terimakasih atas bimbingan para guru2 MTS BUSAK serta dukungan para orangtua murid.

#MadrasahHebat
#MTsBusak
#KSMKab.";109;30;MTs Busak
2023-07-14T01:11:09.000Z;https://www.facebook.com/situsresminu/posts/pfbid0366PJhULChAX58sEzzUDot1jGHTSwCUrYDbEyrQXAxDFNY9pc5DC1HMpL753PZpcul;"Pesantren Sunan Drajat Satu-satunya Pesantren Peninggalan Walisongo | MQKN 2023

#MQKN2023 #DitPDPontren #PendidikanPesantren #Pesantren";5628;110;NU Online
2023-07-14T01:40:07.000Z;https://www.facebook.com/official.iainternate/posts/pfbid02Rw8gnCscMfXftMFTnEFtA9NBU1fsjisVzdV6ThrXamzCgz5FJmutKzFZQFFXAsiml;"Selamat buat adik-adik mahasiswa yang mengikuti kegiatan KKN Moderasi Beragama di Tanah Toraja, Sulawesi Selatan. 

#kemenagri #ptkin #pendis #iainternate #mbkm #moderasiberagama #KKN #KKNMB #Toraja #SulawesiSelatan #Harmoni";40;2;Institut Agama Islam Negeri Ternate
2023-07-14T01:51:25.000Z;https://www.facebook.com/io.uinsa/posts/pfbid02a8XRZesfPcEL1bQF88ch8ZU9CGh1P11QtRdMcjLvD6GKio5vbU3akt2uiuDnF2aMl;"Bergerak bersama menuju internasionalisasi PTKI

Kamis, 13 Juli 2023, UIN Sunan Ampel Surabaya bersama 39 Perguruan Tinggi Keislaman Negeri di Indonesia menandatangi perjanjian kerjasama dengan Universiti Malaysia Sarawak (UNIMAS). Penandatangan ini menandai ekspetasi Kementerian Agama untuk bergerak bersama menuju internasionalisasi PTKI. Kolaborasi dan kemitraan Internasional merupakan sebuah keharusan yang harus dilakukan perguruan tinggi dan dengan kolaborasi akan mempercepat internasionalisasi kampus. Universitas tidak bisa maju sendiri, kolaborasi memungkinkan universitas untuk bergerak lebih jauh. Secara khusus, Direktor Perguruan Tinggi Keagamaan menyampaikan bahwa PTKI harus mulai memperkuat program internasional dan berinovasi untuk bisa dikenal secara global. Perguruan tinggi diharapkan dapat berkontribusi dalam upaya untuk menyiapkan sumber daya yang berkualitas dan dapat bersaing secara global. Melalui pengalaman internasional, mahasiswa misalnya mendapatkan kesempatan berinteraksi dengan orang-orang dari latar belakang budaya yang berbeda. Hal ini membuka pikiran mereka terhadap pemahaman tentang perbedaan budaya, Nilai-nilai dan perspektif dunia. 

Selain penandantangan MoU, pada acara ini UNIMAS dan Universitas Teknologi MARA (UITM) berkesempatan memaparkan program unggulan perguruan tingginya dan potensi kerjasama yang bisa dilakukan bersama, diantaranya: exchange program, visiting profesor, riset kolaborasi dan staff mobility. UITM secara khusus menyampaikan program-program tersebut dan pernah dilaksanakan dengan PTU, dan sekarang saatnya berkolaborasi dengan PTKI. 

Momen ini juga memperkuat silaturahmi sesama perguruan tinggi di PTKIN dan berdiskusi terkait program international yang bisa dilakukan dengan beberapa kampus PTKIN. Semoga penantanganan MoU ini bukan hanya sebatas selembar kertas perjanjian kerjasama tetapi bener-bener ada program real yang dapat diimplementasikan demi tercapainya internationalisasi kampus. Mari bekerjasama dan berkolaborasi demi terwujudnya internasionalisasi PTKI 
(FA)

Find us:
Facebook: @Io Uin Sunan Ampel
Instagram: @uinsa_internationaloffice
Tik tok: @internationalofficeuinsa
Website: io.uinsby.ac.ud
Website uinsa official: uinsa.ac.id
Email: io@uinsby.ac.id

#UINSA
#UNIMAS
#UITM
#PTKI
#ForUINSA";4;0;IO Uin Sunan Ampel
2023-07-14T06:39:05.000Z;https://www.facebook.com/irawati.tomagola/posts/pfbid06NDt9JZrAxbiFuZH3ZJp4fTDFa4aWKSToKjKcNggBnoqakeUrGT7DQBhVBxwVvLLl;"SELAMAT untuk Peserta yang LOLOS KSM (KOMPETISI SAINS MADRASAH) Tingkat Kab dan Siap menuju tingkat PROVINSI.

1.Roslinda Safrudin (EKONOMI TERINTEGRASI)
2.Yunna Taufik (EKONOMI TERINTEGRASI)
3.Safri Dahmar (MATEMATIKA TERINTEGRASI)
4. AEIRIN AGUSTIN (KIMIA TERINTEGRASI)
5.Nia Diwanti Irwan (BIOLOGI TERINTEGRASI)
6. Nuraini Masri (FISIKA TERINTEGRASI)

#man2halut
#madrasah_mandiri_berprestasi
#madrasahhebat
#MadrasahLebihBaik
#lebihbaikmadrasah
????????????";117;22;Irawati Tomagola
2023-07-14T06:44:51.000Z;https://www.facebook.com/MASSUNGAIMANAU/posts/pfbid02QUViYNbNi36qDWq8m7Xz2XUVcfoVWKggWdX4byreGeFyW4Wx9qUT3fEN7LhCqNBLl;"SELAMAT !!!
4 Siswa dari MAS SUNGAI MANAU menjadi juara KSM Tingkat Kabupaten/Kota dan berhak mengikuti KSM Tingkat Provinsi
#ksm2023 #ksm #madrasahhebat MAS Sungai Manau";20;6;MAS Sungai Manau
2023-07-15T07:39:47.000Z;https://www.facebook.com/agus.ibrahim.77770/posts/pfbid02achcthxR4uVSiq7izr1KPejuUXv6x91akWLkfzVarYL8YEKkwYkV7GaQTkryuv3zl;Santri Mambaus Sholihin tampil lalaran nadhom dalam MQK Nasional di PP. Sunan Drajat Lamongan 2023;8;1;Agus Ibrahim
2023-07-16T07:15:30.000Z;https://www.facebook.com/daftarpopuler/posts/pfbid02A269KFrTn6uYGWMpZgATrzeEErmGRbWYjnkANwhYLMigyK49c4KsPCMYntzQ1jPml;"Pesantren umumnya dikenal sebagai tempat belajar yang santrinya sehari-hari menjalani kehidupan sangat sederhana sampai rawan kena penyakit. tapi ternyata ada loh pesantren yang bisa bikin takjub karena fasilitasnya yang mewah bahkan mirip hotel, termasuk pesantren yang lagi viral itu loh.
#Pesantren #Termewah #indonesia";5850;135;Daftar Populer
2023-07-16T07:56:20.000Z;https://www.facebook.com/humasuin.arraniry/posts/pfbid0HsiTHF9UCvmJ9C7XQ72Q5TPneocg81ww89veFzSKvkXS2uCpiKzTE9ct19u5z7aXl;"Belum lulus kampus negeri?
Jangan khawatir, UIN Ar-Raniry masih buka jalur PMB Lokal.
Tonton filmnya, catat tanggalnya, daftarkan segera yaaa sebelum keburu tutup.

Informasi pendaftaran : 
https:/\/pendaftaran.ar-raniry.ac.id\/

Call Center : 0823 7080 4528, 0823 7034 0228

#uinarraniry #uinar #uinaceh #uin
#mahasiswa #mahasiswabaru #ptkin 
#ayokuliah #pmblokaluinar";5;0;Uin Ar-raniry
2023-07-16T11:59:08.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid02bYKgQytf4H7m4zjWHuzFcqndDZ4qnTUgiedAgrpBCARWgzvTREA2Ecdca2yieZYql&id=100071658696240;"Masya Allah Tabarakallah 

Selamat kepada Ustadz Sofyan Lamalundu, S.TH.I (Guru Pengajar Qawaid) MTs Al Huda Gorontalo atas prestasi dalam Cabang Tilawah Golongan Dewasa STQH Tingkat Provinsi Gorontalo Tahun 2023 (Terbaik 1). Semoga prestasi yg baik ini bisa menjadi motivasi dan dampak positif bagi santri-santriwati MTs Al Huda.. Amiinn 

#Madrasahhebat
#Cerdasberakhlakqurani
#Ayokemadrasah";62;18;MTs Al Huda Gorontalo
2023-07-17T00:54:07.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid02e2bByBB97UjDFR1KhKSLTXY1Lpbo1TEXmUL5DT7mCSf2HQdBHmQwJQ8P6vNnR8eLl&id=100085696523657;"Inaq amaq ku si demen le agama
serak gamak anak de.
beguru agama le  si arak due
Nahdlatul Wathan taok ne mule mame
nine lek Nahdatul Banat
agen endk te pade nyesel erak le akhirat
lamun endk te pade serak anak de
lelah doang upak de
si merendahkanye lek dunia hingga akhir mase

#HariPertamaMasukMadrasah
#MINWDIRempung
#MadrasahHebat
#MadrasahBermartabat
#Sumberilmuagama
#17/07\/2023
#MuhammadWahyuNazirurrahman
#SemogaIstiqomah
#MendapatIlmuYangBarokahdanbermamfaat";83;22;Khairurrazikin
2023-07-17T06:55:39.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid0igtLSmQQRTQ8kEzhykJp8vtPH4X2pjqLj6RGgYeW3Qxd2be6Rss5B9AdouoDBzSYl&id=100077703004927;"Kegiatan sekaligus program kerja osim dalam menyambut 1 Muharram 1445 H. Dengan pembawaan kalam ilahi, pembacaan surah yaasin awal dan akhir tahun, ceramah singkat tentang hikmah muharram dan arahan oleh kepala madrasah

#masalkhairaatbunta
#madrasahhebat";31;0;Mas Alkhairaat Bunta
2023-07-17T23:38:45.000Z;https://www.facebook.com/permalink.php?story_fbid=pfbid028TSmb3RXEJrJmDEJGbDP7ZCb7ngAbLYzAryB41pFRhW5hNzCdTAaX2qQrUaoe9jfl&id=100010711571275;"Kembali Ke Madrasah....!
Senin, 17 Juli 2023

#Madrasahlebihbaik
#Lebihbaikmadrasah
#madrasahhebat
#madrasahbermartabat";227;13;MTs Bphbpi Kayu Aro
2023-07-18T00:21:36.000Z;https://www.facebook.com/minurulhuda.minggirsari/posts/pfbid02GvfwSeDo3AbYrNdznYBWAa2vCx8mwK1BGYG7oLKYDwLDyWBfPjV4fGLeeWhYqz5Bl;"Ini adalah sebuah cerita yang akan menjadi sebuah rangkaian kenangan indah untuk masa depan anak-anak kita.
Generasi yang semakin cerdas, tangkas, terampil, dan mampu bertanggungjawab demi dirinya menjadi tujuan utama dalam menciptakan angkatan yang luar biasa.

Minha akan senantiasa berjuang dari masa ke masa demi generasi yang semangat meraih asa.

#minhaminggirsari #minurulhudaminggirsari #minurulhudamgs #sekolahtahfidz #minggirsari #maarif #madrasahhebat #minhakeren #minhajaya #santriNU #blitar";32;2;MI Nurul Huda Minggirsari
2023-07-18T01:49:31.000Z;https://www.facebook.com/YYSNIslamAlfalahPancordao/posts/pfbid0PxuBqSKWiPu388x495TxGrjvF1HaypTqBMpDztozYhvdxbTE3DDYkRNcH5PeXztTl;"YasAlfaPress

Telah dilakukan Pembukaan Masa Ta'aruf Santri Madrasah (MATSAMA) Yayasan Islam Al Falah pancordao yang di buka oleh bapak ketua bidang pendidikan yayasan islam Al Falah Pancordao. Yang akan berlangsung selama 3 hari dari hari kamis, sabtu dan Ahad.

#madrasah #pondok #pondokpesantren #matsama #ayomondok #pesantrenstory #lombok #lomboktengah #madrasah #madrasahhebat";75;2;Yayasan Islam Alfalah Pancordao
2023-07-18T02:55:11.000Z;https://www.facebook.com/mitabongas/posts/pfbid031vA5dxL5a73gT3mnpWgjfumNUWdi5tZWUvqJqcxhH2Y5yfgYzWeKynvAjk4rQFUBl;"Bismillah, 
MATSAMA DAY_2 

Semakin hari semakin semangat?
MasyaAllah Tabarakallah

#matsama_mita
#mitabongas
#madrasahhebat
#madrasahbermartabat
#madrasahlebihbaiklebihbaikmadrasah";29;0;MI Terpadu Al-Awsath
2023-07-18T02:57:01.000Z;https://www.facebook.com/risman.tomagola.313/posts/pfbid0225zDZR9xZC7iyxvSqEZtYtCcaQRuRuhxJs4MtmRAyhJsMXbrMWVHkFK3Pw3Qhpe8l;"#Squad_Pba.
#IAIN Ternate

Tetap Semangat Pagi,Jangan Lupa Berekspresi.";69;7;Risman Tomagola
2023-07-18T09:54:56.000Z;https://www.facebook.com/rozie.bekam/posts/pfbid02EXDBbqRbWXytwr1yu82SEUANJnTeLG35bsDKbRvWFYixih4G6b2QvdiUYMMgUPQPl;"-Madrasah Tsanawiyah dan Aliyah  Desa Besilam Babussalam Langkat-

#tsanawiyah #besilambabussalam #langkat";93;3;Rozie Bekam
2023-07-18T13:11:47.000Z;https://www.facebook.com/mts.assyarif/posts/pfbid0iFz9AZKnkfVbMsF7ZW3tiDrqnBneL4zyw7Tc5E2MNpiABnX8DDS8EPkAAbRtRdDdl;"UPDATE SELASA 18 JULI 2023

Alhamdulillah kegiatan MPLS (Masa Pengenalan Lingkungan Sekolah) MTs As Syarif Kuala Beringin berjalan lancar, 
Sebagai Panitia adalah kakak kakak OSiM MTs  dan seluruh dewan guru, kegiatan ini bertujuan Menumbuhkan Motivasi, semangat dan cara belajar efektif untuk peserta didik baru. 

Seluruh peserta didik baru adalah tamatan dari sekolah sd/mi se desa kuala Beringin
Dan alhamdulillah tahun ajaran baru ini sangat ramai,
Kami sangat Apresiasi dan berterima kasih  kepada seluruh wali murid yang sudah mempercayakan Yp As Syarif sebagai pendidikan lanjutan dari Sekolah Dasar sebelumnya, mudah mudahan kita kesemuanya bisa saling bekerja sama dari awal sampai akhir nanti. 

Kegiatan hari ini ditutup dengan jalan santai mengenakan pakaian unik, makan bersama dan pembagian bingkisan kepada siswa siswi baru. 

#madrasahhebat
#madrasahmandiriberprestasi
#ayosekolahdimadrasah
#mpls4hari";56;12;Mts S Assyarif
2023-07-19T05:07:45.000Z;https://www.facebook.com/groups/2020227594741126/permalink/6259811497449360/;"Ready kosan di perum pesona sindangheula deket UNTIRTA Sindangsari dan UIN 2 KP3B
FASILITAS :
Kasur
Lemari
Dapur
Ruang tv
Wifi
Deket dengan indomart & Mushola
Cctv 24 jam
Jemuran
Air jernih & kenceng
Bersih
Bangunan baru
Info wa 081285801988
#kosanserang
#untirta
#kp3b
#uin";8;14;Ryan Sentosa
2023-07-19T06:49:15.000Z;https://www.facebook.com/warumawati.aisy/posts/pfbid02uDG3UFideNnMyod7bRcBEs98ULBj9Am8yqP9tygpGQ62ZJJJpw2Mc5LPGPv8JmZsl;"Save 
Kegiatan mas ahmad fajar memperingati tahun baru hijriyah  1 muharram ..
#mahad almubarokah mts N 1 lamongan#";55;11;Warumawati Aisy
2023-07-19T10:06:20.000Z;https://www.facebook.com/gilarsunu/posts/pfbid02L1T16Qirn7tSjmBF2CbCxUdBUosRWm7ZgT5Z6DhHbpnV8XGS2fGgqqUDGQXcCEfRl;"... #SekolahRakyat itu SD Jaman Dulu ... setingkat Madrasah #Ibtidaiyah ...  .. selesai SR yaaa _ #Tsanawiyah doooong ...   ... waaaah ... nyapoooo _ do gak mudeeeng .... 

...  Panji bercerita dirinya merupakan alumni Sekolah Rakyat (SR) Desa Sembung anyar, Kecamatan Dukun, Kabupaten Gresik. Setelah lulus, dia melanjutkan pendidikan ke Ponorogo
......
“Ponorogonya kemana?”
....
Ke (Pesantren) Gontor,” sahut Panji.
...
Jadi Anda sekolah di Gontor? Sampai Selesai? Karena yang saya dengar, dari statment-stetment yang beredar, Anda tidak selesai sekolah atau mondok di Ponorogo,” sambung si penanya “Bagaimana! Yang namanya sekolah itu ya selesai,” jawab Panji keras
.......
Bambang Setyo Utomo mengatakan Panji pernah belajar di Pondok Modern Darussalam Gontor (PMDG) tapi dia tidak menyelesaikan pendidikannya, dalam kata lain tidak sampai lulus. “Beliau (Panji Gumilang) pernah belajar di Gontor, tapi tidak lulus Gontor,” ujar Bambang kepada wartawan di Jawa Timur, Jumat, 7 Juli lalu.
...


https:/\/www.facebook.com\/100000492549116\/posts\/7323010464391966\/?mibextid=Nif5oz

Suadah Dibantah Gontor, Panji Gumilang Ngotot Ngaku Alumni: Saya Sampai Selesai Rabu, 19 Juli 2023 - 11:13 WIB Oleh : Surya Aditiya Panji Gumilang Sumber : Tangkapan layar Share : Indramayu – Pimpinan Pondok Pesantren (Ponpes) Al Zaytun, Indramayu, Panji Gumilang kukuh atau tetap berpegang pada pernyataannya mengaku sebagai alumni Pesantren Modern Darussalam Gontor (PMDG). Baca Juga : Momen Panji Gumilang Saat Ditanya Sudah Berjanji Atau Belum: Saya Ini Petugas Rabithah Alami Islam Pria 76 tahun itu dengan nada tinggi menegaskan bahwa dia telah menyelesaikan pendidikan di ponpes yang terletak di Ponorogo, Jawa Timur itu. Panji Gumilang Photo : Tangkapan layar Baca Juga : Polisi Gandeng Kemenag Usut Dugaan Penyalahgunaan Dana BOS di Al Zaytun Kami TUTUP GUDANG! Iphone 13 pro seharga 2.750.000 IDR. Menyambung klaim tersebut, Panji bercerita dirinya merupakan alumni Sekolah Rakyat (SR) Desa Sembung anyar, Kecamatan Dukun, Kabupaten Gresik. Setelah lulus, dia melanjutkan pendidikan ke Ponorogo. “Ponorogonya kemana?” tanya pembawa acara, dikutip dari video YouTube Padasuka TV Rabu, 19 Juli 2023. Baca Juga : Kabar Terbaru soal Penyalahgunaan Zakat dan Infak di Al Zaytun oleh Panji Gumilang “Ke (Pesantren) Gontor,” sahut Panji. “Jadi Anda sekolah di Gontor? Sampai Selesai? Karena yang saya dengar, dari statment-stetment yang beredar, Anda tidak selesai sekolah atau mondok di Ponorogo,” sambung si penanya “Bagaimana! Yang namanya sekolah itu ya selesai,” jawab Panji keras Soal kebenaran menyangkut statusnya di Gontor, Panji meminta siapa pun yang ragu atau tidak yakin dengan pernyataannya untuk datang dan bertanya langsung ke pihak Pesantren Gontor. “Kalau tanyanya ke saya, ya (saya jawab) sampai selesai (lulus)” sambung Panji Sebelumnya diberitakan, Pondok Pesantren Gontor membantah dengan keras Panji Gumilang pernah menyelesaikan pendidikan di sana. Pernyataan ini menyusul beredarnya kabar Pimpinan Pesantren Al Zaytun itu disebut alumni tahun 1966. Dosen Unida Gontor, Bambang Setyo Utomo mengatakan Panji pernah belajar di Pondok Modern Darussalam Gontor (PMDG) tapi dia tidak menyelesaikan pendidikannya, dalam kata lain tidak sampai lulus. “Beliau (Panji Gumilang) pernah belajar di Gontor, tapi tidak lulus Gontor,” ujar Bambang kepada wartawan di Jawa Timur, Jumat, 7 Juli lalu.

Artikel ini sudah tayang di VIVA.co.id pada hari Rabu, 19 Juli 2023 - 11:13 WIB
Judul Artikel : Suadah Dibantah Gontor, Panji Gumilang Ngotot Ngaku Alumni: Saya Sampai Selesai
Link Artikel : https:\/\/www.viva.co.id\/trending\/1619369-suadah-dibantah-gontor-panji-gumilang-ngotot-ngaku-alumni-saya-sampai-selesai?page=all
Oleh : Surya Aditiya

...

.... ""#PanjiGumilang 
.
..... ""#PonpesAlZaytun
.
..... ""#PesantrenAlZaytun
.
....";0;0;Arif Gilarsunu
