timestamp;url;caption;locationName;likesCount;commentsCount;ownerUsername
2018-10-24T09:12:41.000Z;https://www.instagram.com/p/BpT3WurnZe9/;"Buku Guru & Siswa Kurikulum K13 Gratis

#bukuk13
#bukugratis
#bukusekolah#mediabelajar
#mediamengajar
#mediapembelajaran
#gurukreatif
#gurumilenial
#guruK13
#gtkmadrasah #gtk #gtkhebat #gtkbermartabat #raudhatulathfal #ibtidaiyah #tsanawiyah #aliyah #kejuruan #pendis #pendidikanislam #kemenagri #guruberkarakter #gupres2018 #hgn2018 #guruberprestasi #anugerahkonstitusigurumadrasah  #hariguru2018 #lombafoto #lombafotodanvideo #infolomba #kemenagri

Buku Gratis silahkan Wapri wa.me/+628568897471";;5;1;mediabelajar.123
2018-10-24T23:07:56.000Z;https://www.instagram.com/p/BpVW8VRA5ej/;"Ekskul Membuat Prakarya

Mendaur Ulang Sampah Plastik Menjadi Cantik

MI Khoiru Ummah Bogor Utara

#ekstrakurikuler #ekskul #prakarya #plastik #kerajinantangan #daurulang #sampahplastik #sekolah #sekolahan #tahfizh #plus #khoiru #ummah #bogor #utara #bogorutara #mi #madrasah #ibtidaiyah #madrasahibtidaiyah";;39;1;mi_khoiruummah_bogor
2018-10-25T03:05:53.000Z;https://www.instagram.com/p/BpVyLGeAVdU/;"yuk, ikutan lomba video iklan layanan masyarakat yg dipersembahkan oleh GTK Madrasah | Direktorat Pendidikan Islam | Kementerian Agama RI. Pesertanya UMUM dan Guru Madrasah. Batas waktu pengiriman hingga 10 November 2018. Teman2 yg butuh akses ato ijin peliputan/ pengambilan gambar, bisa hubungi nomor WA yg ada di pengumuman yak ... buruan gaes ! 
_______
@gtkmadrasah
#gtkmadrasah #gtk #gtkhebat #gtkbermartabat #zonalomba @zonalomba #raudhatulathfal #ibtidaiyah #tsanawiyah #aliyah #kejuruan #pendis #pendidikanislam #kemenagri #guruberkarakter #gupres2018 #hgn2018 #guruberprestasi #anugerahkonstitusigurumadrasah #asiangames2018 #asianparagames2018 #hutri73 #hariguru2018 #lombafoto #lombafotodanvideo #kemenagri";;70;1;zonalomba
2018-10-27T04:37:19.000Z;https://www.instagram.com/p/BpbGOlWA7sc/;@Regran_ed from @mi.manbaulhuda -  Rapat guru bersama orangtua murid kelas 6 perihal tahun ajaran. Sekaligus ajang konsultasi mengenai pembelajaran di kelas #madrasah #ibtidaiyah #madrasahhebat #pesantren #persis - #regrann;Mi Manbaul Huda;26;3;kangsodiq
2018-11-25T01:57:47.000Z;https://www.instagram.com/p/BqlfBdQB2zg/;"Nominasi Grand Final Anugerah Guru dan Tenaga Kependidikan Madrasah 2018. .
_______
Follow @gtkmadrasah
Web : www.gtkmadrasah.kemenag.go.id

#menjaditeladan #menataperadaban #gtkmadrasah #gtk #gtkhebat #gtkbermartabat #raudhatulathfal #ibtidaiyah #tsanawiyah #aliyah #kejuruan #pendis #pendidikanislam #kemenagri #guruberkarakter #gupres2018 #hgn2018 #guruberprestasi #anugerahkonstitusigurumadrasah #hutri73 #hariguru2018 #lombafoto #lombafotodanvideo #infolomba #kemenagri #laboratorium #pustakawan";;154;5;gtkmadrasah
2018-11-25T14:49:46.000Z;https://www.instagram.com/p/Bqm3XnPFZgW/;Tanpamu aku buta... Tku guruku dan ustadzku.. #sdn 010 tanah koja#smp 144 cakung#Man 2 pd bambu#my almamater lp3i#ibtidaiyah kp jawa#stanawiah alwathon..;;19;0;yuslinalina09
2018-11-26T09:58:50.000Z;https://www.instagram.com/p/Bqo63pCFzWX/;"TES POTENSI, MINAT & BAKAT

Siswa/i Madrasah Ibtidaiyah Swasta (MIS) Al Ittihad Ciampea Jum'at lalu (23/11) telah melakukan tes potensi, minat dan bakat. Tes ini diharapkan mampu memberikan tentang kondisi siswa, sehingga minat dan bakat siswa dapat diketahui sejak dini.

#islamicshoolalittihadciampea #sdit #madrasah #ibtidaiyah #ciampea #generasiqurani #akuanakberprestasi";;46;0;alittihad.ciampea
2018-11-29T12:39:07.000Z;https://www.instagram.com/p/Bqw7IEEFR2M/;"""Guru yang baik itu ibarat lilin membakar dirinya sendiri demi menerangi jalan orang lain"". - Mustafa Kemal Atatürk, translated from Turkish
.
.
.
.
.
.
.
#selamatharigurunasional2018 #selamatharigurunasional #selamathariguru2018 #selamathariguru #happyteachersday #harigurunasional #hariguru2018 #hariguru #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student  #photography #kemenag #kemenagri #ootd #indonesiamengajar #laskarpelangi #sangpemimpi #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;27;0;mi.muhammadiyah14tulu
2018-11-29T12:50:45.000Z;https://www.instagram.com/p/Bqw87fMlSwA/;"Menambang Impian 
@mi.muhammadiyah14tulu
.
.
.
.
.
.
.
#selamatharigurunasional2018 #selamatharigurunasional #selamathariguru2018 #selamathariguru #happyteachersday #harigurunasional #hariguru2018 #hariguru #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student  #photography #kemenag #kemenagri #ootd #indonesiamengajar #laskarpelangi #sangpemimpi #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;240;1;ahmad.s.anggara
2018-12-02T02:51:09.000Z;https://www.instagram.com/p/Bq3li9KlLWC/;"Linmas desa segobang
.
.
.
.
.
.
.
.
.
.
.
.
@antonchimo 
@arif_kurniawan_ttnt
@segobang
@lkecamatan 
@azwaranas.a3 
@banyuwangi_kab 
@infobanyuwangicom 
#linmas #pedulibencana #pedulipendidikan #tanahlongsor #bencana #longsor #banyuwangibencana #banyuwangi #licin #segobang #linmassegobang #bhabinkamtibmas #bhabinkamtibmassegobang
#bhabinkamtibmassitimewa #desasegobang #desa #limasdesa #indonesia #MI #nahdlatuththullaab #madrasah #ibtidaiyah #sekolah #jebol #rusak #pembangunan #antisipasi #de #djdom_entertainment";;129;1;polisisitimewa
2018-12-03T11:35:31.000Z;https://www.instagram.com/p/Bq7Hf4LlSm2/;"MILADIYAH MUHAMMADIYAH KE-106/109* KAB. REJANG LEBONG ""Ta'awun Untuk Negeri"" .
.
.
.
.
.
.
#Islam #Muhammad #Alquran #Hadits #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student #dream #instagram #picoftheday #photooftheday #photography #pembelajaran #kemenag #kemenagri #ootd #indonesiamengajar #dream #laskarpelangi #sangpemimpi #dreamer #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;38;0;mi.muhammadiyah14tulu
2018-12-03T11:41:32.000Z;https://www.instagram.com/p/Bq7IMAqF7Ef/;"Alhamdulillah, selamat untuk anak-anak yang telah memenangkan perlombaan dalam rangka MILADIYAH MUHAMMADIYAH KE-106/109* KAB. REJANG LEBONG.
- Juara 1 Lomba Adzan
- Juara 1 Lomba Da'i cilik putri
- Juara 3 Lomba Da'i cilik putra
- Juara Harapan 1 Tartil putra
- Juara Harapan 2 Tahfidz putri
- Juara Harapan 3 Tahfidz putra
.
.
.
.
.
#Islam #Muhammad #Alquran #Hadits #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student #dream #instagram #picoftheday #photooftheday #photography #pembelajaran #kemenag #kemenagri #ootd #indonesiamengajar #dream #laskarpelangi #sangpemimpi #dreamer #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;37;1;mi.muhammadiyah14tulu
2018-12-03T11:47:05.000Z;https://www.instagram.com/p/Bq7I0mEFP__/;"Semoga adik-adiknya di @mi.muhammadiyah14tulu bisa terus berprestasi seperti kakak yang satu ini Fernandes Dwi Putra dari Da'i cilik - Da'i remaja. Semoga kelak bisa menjadi Da'i yang hebat ya! 
.
.
.
.
.
.
#Islam #Muhammad #Alquran #Hadits #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student #dream #instagram #picoftheday #photooftheday #photography #pembelajaran #kemenag #kemenagri #ootd #indonesiamengajar #dream #laskarpelangi #sangpemimpi #dreamer #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;30;2;mi.muhammadiyah14tulu
2018-12-06T04:12:48.000Z;https://www.instagram.com/p/BrCDODABnOq/;"Lucu nyaa.  Semngat yg lagi ujian ..
#kelas1 
#ibtidaiyah 
#mifaqihhasyim 
#madrasahhebatbermartabat";;58;0;mifaqihhasyim
2019-02-04T11:26:27.000Z;https://www.instagram.com/p/BtdUiqXA6kL/;"tiada masa paling indah, masa-masa disekolah
#ibtidaiyah";Teater IMAX Keong Emas;16;0;benny_oeyay
2019-02-10T13:59:48.000Z;https://www.instagram.com/p/BttC3CGhd5Q/;"""Kami Yassalaam angkatan Ke - 22 ( ESPERANZA )  mengucapkan, Selamat Milad Pondok Modern Al - Aqsha yang ke - 25"". @al.aqshagraphy
@issac_alaqsha 
@ohpondoku 
#pondok #modern #alaqsha #smp #plus #jatinangor #sumedang #santri #santriwan #santriwati #milad #ke25 #lomba #sekolah #dasar #madrasah #ibtidaiyah #sukses #pondokku_keren";Pondok Modern Al-Aqsha Jatinangor;24;0;yassalaam_
2019-02-12T07:42:32.000Z;https://www.instagram.com/p/BtxhRr7FVvG/;"SPI adalah suatu komunitas sosial yang bergerak untuk membantu para anak muda indonesia meraih cita2 nya tanpa memikirkan biaya sekolah..
Mari bergabung bersama kami..
Yang ingin bergabung silahkan tinggalkan no WA di kolom komentar..
#pejuangilmu 
#sedekah 
#zakatpenghasilan 
#infaq 
#smk #sma #aliyah #smphits #tsanawiyah #sd #ibtidaiyah #pesantren";;12;0;helmiaprianto7
2019-02-16T13:24:48.000Z;https://www.instagram.com/p/Bt8boBoAnlR/;"Alhamdulillah,, MI ALKHOIRIYAH berprestasi,, 1. M. Aziz - Juara II Pidato B.Inggris (Putra). 2.  Nafa Fitri Aulia - Juara III Pidato B. Inggris (Putri).
3. M. Akmal Faid - Juara II Tenis Meja (Putra). 4. M. Nafis Dahadi - Juara I Pidato B. Indonesia. (Putra). 5. M. Azimul Khofif - Juara II Melukis (Putra). 6. M. Irfan Maulana Putra - Juara III MTQ (Putra).
Ayo..mau adek2, anak2, sodara2 yg berprestasi dan berakhlakul karimah??
Segera daftar di YAYASAN PENDIDIKAN ALKHOIRIYAH!!
Terintegritas dari PAUD-RA-MI-MTS-MA
Ada Pesantren untuk peserta didik MI-MA,, #bkc #asramabkc #baitulkhoiriyah #alanu #alasantri #alkhoiriyah #madrasah #pondok #malang #tahfidzquran #ayomondok #santri #santriwati #tahfidz #mts #tsanawiyah #mi #ibtidaiyah";;37;0;mahad_alkhoiriyah
2019-02-23T12:03:47.000Z;https://www.instagram.com/p/BuOT6t-j4P_/;"Tilawah merupakan pembacaan ayat-ayat Al-Qur'an dengan baik dan benar. Jika dikaji lebih dalam ada 2 macam tilawah, yang pertama tilawah sesuai dengan kaidah pelafalan dan yang kedua dengan makna.
.
Selamat dan semangat anandaku 
_lomba aksioma_ .
.
?Madrasah lebih baik, lebih baik madrasah? ||2019|| .
.
#madrasah #santri #lombaaksioma #pendidikanindonesia #tilawah #maarif #NU #ibtidaiyah #indonesia #klaten #prambanan";;24;2;mimaarifdarussalam
2019-03-16T03:25:26.000Z;https://www.instagram.com/p/BvDdSiPDIuG/;"Sabtu ceria dengan kajian dan pembinaan seluruh guru MI Ma'arif Darussalam .
.
?Madrasah lebih baik, lebih baik madrasah?
.
#madrasah #bahasa #santri #sekolahagama #ibtidaiyah #maarif #NU #lombaaksioma #lombaolahraga #lombatahfidz #pidato #Indonesia #pendidikan #klaten #prambanan #plaosan #sekolahdasar #pendidikanguru #guru #santriklaten";;17;0;mimaarifdarussalam
2019-03-18T06:25:19.000Z;https://www.instagram.com/p/BvI7d04hgdU/;"BAGI KALIAN YANG SUKA DUNIA PENDIDIKAN DASAR (MADRASAH IBTIDAIYAH), YUK KULIAH DI PGMI IIQ AN NUR YOGYAKARTA!! Kalian bisa lihat dan memahami visi dan misi Prodi PGMI kami di bawah ini.. 1). Visi Prodi PGMI Fakultas Tarbiyah ""Unggul dan Inovatif dalam Pengembangan Pendidikan Madrasah Ibtidaiyah yang Profesional Berbasis Nilai-Nilai Al Qur'an dan Kepesantrenan""

2). Misi Prodi PGMI Fakultas Tarbiyah

a. Menyelenggarakan pendidikan keguruan Madrasah Ibtidaiyah secara profesional dan berkarakter, berbasiskan nilai-nilai Al Qur'an dan Kepesantrenan;

b. Menyelenggarakan penelitian yang mendukung kebutuhan pembangunan masyarakat, bangsa, dan negara, terutama dalam bidang pendidikan Madrasah Ibtidaiyah secara profesional dengan bersandarkan nilai-nilai Al Qur'an dan kepesantrenan;

c. Melaksanakan pengabdian kepada masyarakat yang selaras dengan kebutuhan pembangunan, terutama dalam bidang pendidikan Madrasah Ibtidaiyah secara profesional;

d. Menciptakan lingkungan yang nyaman, aman, dan kondusif bagi pelaksanaan proses pembelajaran pendidikan guru Madrasah Ibtidaiyah secara profesional.
.
.
#pgmi #madrasah #ibtidaiyah  #annurngrukem #iiqannur #iiqannurbantul #iiqannuryogyakarta 
#Seputarkuliah #kampus #kuliah #mahasiswa #skripsi #tugasakhir #beasiswa #campus #university #sarjana #masukkampus
#masukkampus2019 #infokuliah #duniakuliah #anaksma #mahasiswaindonesia #kampusindonesia #snmptn2019 #sbmptn2019";;72;0;iiqannur
2019-03-19T02:54:33.000Z;https://www.instagram.com/p/BvLII9rjdgP/;"Yeah! Hari ini pelaksanaan ujian praktek mencangkok berjalan dengan lancar. 
Semoga hasilnya memuaskan ya, nak..
Be the best!
.
.
.
?Madrasah lebih baik, lebih baik madrasah?
.
#madrasah #bahasa #santri #sekolahagama #ibtidaiyah #maarif #NU #lombaaksioma #lombaolahraga #lombatahfidz #pidato #Indonesia #pendidikan #klaten #prambanan #plaosan #sekolahdasar #pendidikanguru #guru #santriklaten";;28;0;mimaarifdarussalam
2019-03-19T11:43:06.000Z;https://www.instagram.com/p/BvMEoPfH1qd/;". .
Sesi tadi sore. 
Foto. 
Kelas6
#bukan acara
#santri 
#madrasah 
#ibtidaiyah 
#diniyah 
#awaliyah";;59;2;madrasahibtidaiyah.kdt
2019-03-28T04:33:24.000Z;https://www.instagram.com/p/Bviem72D1yM/;"Happy cooking today !
.
.
?Madrasah lebih baik, lebih baik madrasah?
.
#madrasah #bahasa #santri #sekolahagama #ibtidaiyah #maarif #NU #lombaaksioma #lombaolahraga #lombatahfidz #pidato #Indonesia #pendidikan #klaten #prambanan #plaosan #sekolahdasar #pendidikanguru #guru #santriklaten";;21;0;mimaarifdarussalam
2019-04-11T09:12:10.000Z;https://www.instagram.com/p/BwHBo7Ilvsv/;"(Tari Kreasi Daerah - Zapin Melayu) oleh siswi MI Muhammadiyah 14 Talang Ulu.
.
.
.
.
.
.
#Islam #Muhammad #Alquran #Hadits #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student #dream #instagram #picoftheday #photooftheday #photography #pembelajaran #kemenag #kemenagri #ootd #indonesiamengajar #dream #laskarpelangi #sangpemimpi #dreamer #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;22;0;mi.muhammadiyah14tulu
2019-04-11T09:24:16.000Z;https://www.instagram.com/p/BwHDBe4lXZZ/;"Seni Menyajikan Makanan PGS ""Pedoman Gizi Seimbang"" Oleh Siswa-siswi MI Muhammadiyah 14 Talang Ulu 
.
.
.
.
.
.
#Islam #Muhammad #Alquran #Hadits #madrasah #ibtidaiyah #muhammadiyah #madrasahlebihbaik #school #class #teacher #teaching #study #student #dream #instagram #picoftheday #photooftheday #photography #pembelajaran #kemenag #kemenagri #ootd #indonesiamengajar #dream #laskarpelangi #sangpemimpi #dreamer #1000guru #kemendikbud";Curup, Bengkulu, Indonesia;34;1;mi.muhammadiyah14tulu
2019-04-16T05:12:21.000Z;https://www.instagram.com/p/BwTeAh_DKDP/;"Jangan lupa sholawat ya kawanku...
.
.
.?Madrasah lebih baik, lebih baik madrasah?
.
#madrasah #bahasa #santri #sekolahagama #ibtidaiyah #maarif #NU #lombaaksioma #lombaolahraga #lombatahfidz #pidato #Indonesia #pendidikan #klaten #prambanan #plaosan #sekolahdasar #pendidikanguru #guru #santriklaten #sekolahislam #sekolahklaten";;20;0;mimaarifdarussalam
2019-04-19T18:34:27.000Z;https://www.instagram.com/p/BwcoRmFhXiB/;"Ulama Syafi’iyah seperti Ibnu ‘Alaan dalam kitab Syarh Riyadhis Sholihin dan al-Adzkar  serta buku beliau lain'y mnjelaskan akan haramnya rokok. Begitu pula ulama Syafi’iyah yg mngharamkan adalah Asy Syaikh ‘Abdur Rahim al-Ghozi, Ibrahim bin Jam’an serta ulama Syafi’iyah lain nya mengharamkan rokok.

Qalyubi (Ulama mazhab Syafi’I wafat: 1069 H) ia berkata dalam kitab Hasyiyah Qalyubi ala Syarh al-Mahalli, jilid I, hal. 69,
""ganja dan segala obat bius yg menghilangkan akal, zatnya suci sekalipun haram untuk dikonsumsi. Oleh karena itu para Syaikh kami berpendapat bahwa rokok hukumnya juga haram, karena rokok dapat membuka jalan agar tubuh terjangkit berbagai penyakit berbahaya“. ulama madzhab lainnya dari Malikiyah, Hanafiyah dan Hambali pun mengharamkannya. Artinya para ulama² madzhab menyatakan rokok itu haram. Silakan lihat bahasan dalam kitab ‘Hukmu Ad Diin fil Lihyah wa Tadkhin’ (Hukum Islam dalam masalah jenggot dan rokok) yg disusun oleh Syaikh ‘Ali Hasan ‘Ali ‘Abdul Hamid Al Halabi hafizhohullah terbitan Al Maktabah Al Islamiyah hal. 42-44.

Allah ? berfirman:

????? ???????? ????????????? ????? ????????????? “dan janganlah kamu menjatuhkan dirimu sendiri ke dalam kebinasaan“.
( QS. Al-Baqarah: 195 )

Rasul ? bersabda:

?? ?????? ??? ?????? “tidak boleh memulai memberi dampak buruk (mudhorot) pada orang lain, begitu pula membalasnya.”
( HR. Ibnu Majah no. 2340, Ad Daruquthni 3/77, Al Baihaqi 6/69, Al Hakim 2/66. Kata Syaikh Al Albani hadits ini shahih )

#RokokHaram #RokokMakruh #Hijrah #TafaqquhVideo #VideoMuslim #QuranHadits #AntiRokok #NoSmoking #1MinuteBooster #YukHijrah #Sd #Ibtidaiyah #Smp #Tsanawiyah #Sma #Smk #Stm #Aliyah #Kuliah #Pesantren #PriaSejati #TakutDosa #SyurgaNeraka #RokokHerbal #RokokElektrik #Vape #StopRokok #RokokMembunuhmu #RokokImport";;21;3;udiwaqqash
2019-04-27T08:00:57.000Z;https://www.instagram.com/p/BwwGNSmpFB3/;"Siap maju menghafal al Qur'an.
.
.
Kecil kecil berbakat. 
Hari ininadalah bukti bahwa engkau mampu,  engkau hebat dan engkau luar biasa. 
Semoga Allah senantiasa menjaga dan melindingimu dari lalai dan lengah. .
Jadilah penegak dan penjaga ayat-ayat ilahi. 
Semoga kela engkau menjadi hufadz yang dapat membela agama allah. 
Amiin .
#madrasahibtidaiyah #madrasah #madrasah_hits #mimathlaulanwar #mi #ibtidaiyah #sekolahku #hafidzquran #anak #anakhebatindonesia #pingit #temanggungku #sekolahtemanggung";;25;1;mi_pingit_1
2019-06-12T07:27:06.000Z;https://www.instagram.com/p/Byme5m4H3rb/;"[LULUS 100%]
Selamat untuk anak-anakku kelas 6 atas prestasinya !
Senantiasa istiqomah dalam beribadah & belajar. 
.
.
Terimakasih bapak/ibu guru yang telah dengan hati mendidik anak-anak menjadi pribadi yang lebih baik lagi, semoga jasamu kan terkenang selalu  ?Madrasah lebih baik, lebih baik madrasah?
.
#bulanpancasila2019 #pancasila #peringatanharibesar #santri #NU #madrasah #ibtidaiyah #sekolahagama #sekolahdasar #pendidikanislam #pendidikanguru #pendidikanIndonesia #bhinnekatunggalika #kemenag #kemendikbud #sekolahklaten #MIklaten #prambanan #plaosan";;24;3;mimaarifdarussalam
2019-06-13T04:37:18.000Z;https://www.instagram.com/p/ByowQxWAdxW/;"[HALAL BI HALAL] .
Manusia tak pernah lepas dari kesalahan, baik disengaja maupun tidak. Marilah saling memaafkan, semoga kita menjadi insan yang lebih baik lagi. ?Madrasah lebih baik, lebih baik madrasah?
.
#bulanpancasila2019 #pancasila #peringatanharibesar #santri #NU #madrasah #ibtidaiyah #sekolahagama #sekolahdasar #pendidikanislam #pendidikanguru #pendidikanIndonesia #bhinnekatunggalika #kemenag #kemendikbud #sekolahklaten #MIklaten #prambanan #plaosan";;27;0;mimaarifdarussalam
2019-06-28T05:33:59.000Z;https://www.instagram.com/p/BzPerG_nNqO/;"Selamat Atas Kelulusan Siswa Siswi Kelas 6 MI Al Khairiyah Lenteng Agung Tahun Pelajaran 2018/2019
.
.
.
#siswa #siswi #kelas6 #kelasenam #lulus #kelulusan #medali #pengalungan #pengalunganmedali #pengalunganmedalikelulusan #haflah #haflahakhirussanah #perpisahankelas6 #madrasah #ibtidaiyah #mi #alkhairiyah #mialkhairiyah #mialkhairiyahlentengagung #lenteng #agung #lentengagung #jagakarsa #jakarta #selatan #jakartaselatan #dkijakarta";Jalan Agung Raya 2,Lenteng Agung Jaksel;14;0;mi_alkhairiyah_la
